Name (location);Time/Call;Samples;Calls;% Time
cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:667);;0;2;0.0
cv::Ptr<cv::videostab::MotionEstimatorBase>::operator->() const;;0;528;0.0
parents;;0;528;0.0
cv::videostab::KeypointBasedMotionEstimator::motionModel() const (global_motion.hpp:178);;0;528;0.0
cv::videostab::KeypointBasedMotionEstimator::motionModel() const;;0;528;0.0
parents;;0;528;0.0
main (videostab.cpp:463);;0;1;0.0
cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:208);;0;527;0.0
children;;0;1056;0.0
cv::Ptr<cv::videostab::MotionEstimatorBase>::operator->() const (operations.hpp:2637);;0;528;0.0
cv::videostab::MotionEstimatorBase::motionModel() const (global_motion.hpp:80);;0;528;0.0
cv::videostab::OnePassStabilizer::nextFrame();;0;528;0.0
children;;0;528;0.0
cv::videostab::StabilizerBase::nextStabilizedFrame() (stabilizer.cpp:92);;0;528;0.0
parents;;0;528;0.0
run() (videostab.cpp:42);;0;528;0.0
cv::videostab::StabilizerBase::nextStabilizedFrame();;0;528;0.0
parents;;0;528;0.0
cv::videostab::OnePassStabilizer::nextFrame() (stabilizer.hpp:145);;0;528;0.0
children;;0;1623;0.0
cv::Mat::Mat() (mat.hpp:67);;0;1;0.0
cv::videostab::StabilizerBase::logProcessingTime() (stabilizer.cpp:249);;0;1;0.0
cv::Mat& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> >&) (ring_buffer.hpp:54);;0;527;0.0
cv::videostab::OnePassStabilizer::postProcessFrame(cv::Mat const&) (stabilizer.cpp:306);;0;527;0.0
cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:116);;0;567;0.0
cv::Mat::MSize::operator()() const;;0;529;0.0
children;;0;529;0.0
cv::Size_<int>::Size_(int, int) (operations.hpp:1850);;0;529;0.0
parents;;0;529;0.0
cv::videostab::OnePassStabilizer::setUp(cv::Mat const&) (stabilizer.cpp:270);;0;1;0.0
run() (videostab.cpp:51);;0;1;0.0
cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>) (motion_stabilizing.cpp:110);;0;527;0.0
cv::Size_<int>::Size_(int, int);;0;532;0.0
parents;;0;532;0.0
cv::videostab::StabilizerBase::reset() (stabilizer.cpp:73);;0;1;0.0
cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase() (optical_flow.hpp:79);;0;2;0.0
cv::Mat::MSize::operator()() const (mat.hpp:710);;0;529;0.0
cv::Mat::clone() const;;0;567;0.0
children;;0;567;0.0
cv::Mat::Mat() (mat.hpp:67);;0;567;0.0
parents;;0;567;0.0
cv::videostab::(anonymous namespace)::VideoFileSourceImpl::nextFrame() (frame_source.cpp:85);;0;567;0.0
cv::videostab::(anonymous namespace)::VideoFileSourceImpl::nextFrame();;0;567;0.0
children;;14;1701;6.8965516
cv::Mat::~Mat() (mat.hpp:274);;14;567;6.8965516
cv::Mat::Mat() (mat.hpp:67);;0;567;0.0
cv::Mat::clone() const (mat.hpp:333);;0;567;0.0
parents;;0;567;0.0
cv::videostab::VideoFileSource::nextFrame() (frame_source.cpp:114);;0;567;0.0
cv::videostab::StabilizerBase::doOneIteration();;0;567;0.0
children;;65;7326;32.019703
cv::Mat::operator=(cv::Mat const&) (mat.hpp:282);;42;1092;20.689655
cv::Mat::~Mat() (mat.hpp:274);;14;1093;6.8965516
cv::MatExpr::~MatExpr() (mat.hpp:1211);;6;40;2.955665
cv::Mat::operator=(cv::MatExpr const&) (mat.hpp:1416);;3;40;1.4778326
cv::videostab::OnePassStabilizer::setUp(cv::Mat const&) (stabilizer.cpp:269);;0;1;0.0
cv::videostab::OnePassStabilizer::estimateMotion() (stabilizer.cpp:294);;0;526;0.0
cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:191);;0;527;0.0
cv::Mat::empty() const (mat.hpp:403);;0;567;0.0
cv::Ptr<cv::videostab::IFrameSource>::operator->() (operations.hpp:2636);;0;567;0.0
cv::Ptr<cv::videostab::ILog>::operator->() (operations.hpp:2636);;0;567;0.0
cv::videostab::LogToStdout::print(char const*, ...) (log.cpp:56);;0;567;0.0
cv::videostab::VideoFileSource::nextFrame() (frame_source.cpp:114);;0;567;0.0
cv::Mat& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> >&) (ring_buffer.hpp:54);;0;1172;0.0
parents;;0;567;0.0
cv::videostab::StabilizerBase::nextStabilizedFrame() (stabilizer.cpp:101);;0;567;0.0
cv::videostab::VideoFileSource::nextFrame();;0;567;0.0
parents;;0;567;0.0
cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:117);;0;567;0.0
children;;0;1134;0.0
cv::Ptr<cv::videostab::IFrameSource>::operator->() (operations.hpp:2636);;0;567;0.0
cv::videostab::(anonymous namespace)::VideoFileSourceImpl::nextFrame() (frame_source.cpp:79);;0;567;0.0
cv::Ptr<cv::videostab::ILog>::operator->();;0;569;0.0
parents;;0;569;0.0
cv::videostab::StabilizerBase::logProcessingTime() (stabilizer.cpp:251);;0;1;0.0
cv::videostab::StabilizerBase::setUp(cv::Mat const&) (stabilizer.cpp:185);;0;1;0.0
cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:140);;0;567;0.0
cv::videostab::LogToStdout::print(char const*, ...);;0;569;0.0
parents;;0;569;0.0
cv::videostab::StabilizerBase::logProcessingTime() (stabilizer.cpp:251);;0;1;0.0
cv::videostab::StabilizerBase::setUp(cv::Mat const&) (stabilizer.cpp:185);;0;1;0.0
cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:140);;0;567;0.0
__gnu_cxx::new_allocator<int>::~new_allocator();;0;1052;0.0
parents;;0;1052;0.0
std::allocator<int>::~allocator() (allocator.h:112);;0;1052;0.0
std::allocator<int>::~allocator();;0;1052;0.0
parents;;7;1052;3.4482758
cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:366);;7;526;3.4482758
std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80);;0;526;0.0
children;;0;1052;0.0
__gnu_cxx::new_allocator<int>::~new_allocator() (new_allocator.h:76);;0;1052;0.0
std::log(float);;0;1052;0.0
parents;;0;1052;0.0
cv::videostab::RansacParams::niters() const (motion_core.hpp:79);;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_erase_at_end(cv::Point_<float>*);;0;1052;0.0
parents;;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::clear() (stl_vector.h:1097);;0;1052;0.0
children;;0;2104;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() (stl_vector.h:114);;0;1052;0.0
void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_construct.h:152);;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::capacity() const;;0;1052;0.0
parents;;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int) (vector.tcc:71);;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::clear();;0;1052;0.0
parents;;1;1052;0.49261084
cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:690);;1;1052;0.49261084
children;;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_erase_at_end(cv::Point_<float>*) (stl_vector.h:1317);;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int);;0;1052;0.0
parents;;1;1052;0.49261084
cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:690);;1;1052;0.49261084
children;;0;2114;0.0
cv::Point_<float>* std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate_and_copy<cv::Point_<float>*>(unsigned int, cv::Point_<float>*, cv::Point_<float>*) (stl_vector.h:1106);;0;2;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_deallocate(cv::Point_<float>*, unsigned int) (stl_vector.h:172);;0;2;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() (stl_vector.h:114);;0;2;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::size() const (stl_vector.h:625);;0;2;0.0
void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_construct.h:152);;0;2;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::capacity() const (stl_vector.h:705);;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::max_size() const (stl_vector.h:630);;0;1052;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&);;0;1053;0.0
parents;;0;1053;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (stl_vector.h:1004);;0;1053;0.0
children;;0;15795;0.0
__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::difference_type __gnu_cxx::operator-<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&) (stl_iterator.h:898);;0;1053;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate(unsigned int) (stl_vector.h:168);;0;1053;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_deallocate(cv::Point_<float>*, unsigned int) (stl_vector.h:172);;0;1053;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1303);;0;1053;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::begin() (stl_vector.h:518);;0;1053;0.0
void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_construct.h:152);;0;1053;0.0
void std::__uninitialized_fill_n_a<cv::Point_<float>*, unsigned int, cv::Point_<float>, cv::Point_<float> >(cv::Point_<float>*, unsigned int, cv::Point_<float> const&, std::allocator<cv::Point_<float> >&) (stl_uninitialized.h:334);;0;1053;0.0
__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::base() const (stl_iterator.h:792);;0;2106;0.0
cv::Point_<float>* std::__uninitialized_move_if_noexcept_a<cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> > >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_uninitialized.h:276);;0;2106;0.0
std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() (stl_vector.h:114);;0;4212;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::end();;0;1053;0.0
children;;0;1053;0.0
__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::__normal_iterator(cv::Point_<float>* const&) (stl_iterator.h:728);;0;1053;0.0
parents;;0;1053;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::resize(unsigned int, cv::Point_<float>) (stl_vector.h:687);;0;1053;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&);;0;1053;0.0
children;;0;1053;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (vector.tcc:439);;0;1053;0.0
parents;;0;1053;0.0
std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::resize(unsigned int, cv::Point_<float>) (stl_vector.h:687);;0;1053;0.0
cv::Mat::operator()(cv::Rect_<int> const&) const;;0;1054;0.0
parents;;0;1054;0.0
cv::videostab::StabilizerBase::postProcessFrame(cv::Mat const&) (stabilizer.cpp:244);;0;527;0.0
cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:211);;0;527;0.0
cv::Mat::total() const;;0;1054;0.0
parents;;0;1054;0.0
cv::Mat::empty() const (mat.hpp:403);;0;1054;0.0
cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::operator->();;0;1054;0.0
parents;;0;1054;0.0
main (videostab.cpp:463);;0;1;0.0
cv::videostab::OnePassStabilizer::estimateMotion() (stabilizer.cpp:295);;0;526;0.0
cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:208);;0;527;0.0
cv::Rect_<int>::Rect_(int, int, int, int);;0;1054;0.0
parents;;0;1054;0.0
cv::videostab::StabilizerBase::postProcessFrame(cv::Mat const&) (stabilizer.cpp:244);;0;527;0.0
cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:211);;0;527;0.0
cv::Size_<int>::Size_(cv::Size_<int> const&);;0;1054;0.0
parents;;0;1054;0.0
cv::videostab::OnePassStabilizer::setUp(cv::Mat const&) (stabilizer.cpp:271);;0;1;0.0
cv::videostab::SparsePyrLkOptFlowEstimator::run(cv::_InputArray const&, cv::_InputArray const&, cv::_InputArray const&, cv::_OutputArray const&, cv::_OutputArray const&, cv::_OutputArray const&) (optical_flow.cpp:59);;0;526;0.0
cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:211);;0;527;0.0
std::floor(float);;0;1054;0.0
parents;;0;1054;0.0
cv::videostab::StabilizerBase::postProcessFrame(cv::Mat const&) (stabilizer.cpp:242);;0;1054;0.0
__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::difference_type __gnu_cxx::operator-<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&);;0;1057;0.0
parents;;0;1057;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:480);;0;1057;0.0
children;;0;2114;0.0
__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::base() const (stl_iterator.h:792);;0;2114;0.0
__gnu_cxx::new_allocator<cv::Mat>::allocate(unsigned int, void const*);;0;1057;0.0
children;;0;1057;0.0
__gnu_cxx::new_allocator<cv::Mat>::max_size() const (new_allocator.h:103);;0;1057;0.0
parents;;0;1057;0.0
std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_allocate(unsigned int) (stl_vector.h:169);;0;1057;0.0
std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_allocate(unsigned int);;0;1057;0.0
children;;0;1057;0.0
__gnu_cxx::new_allocator<cv::Mat>::allocate(unsigned int, void const*) (new_allocator.h:89);;0;1057;0.0
parents;;0;1057;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:481);;0;1057;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_check_len(unsigned int, char const*) const;;0;1057;0.0
children;;1;7399;0.49261084
std::vector<cv::Mat, std::allocator<cv::Mat> >::size() const (stl_vector.h:625);;1;4228;0.49261084
unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) (stl_algobase.h:210);;0;1057;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::max_size() const (stl_vector.h:630);;0;2114;0.0
parents;;0;1057;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:479);;0;1057;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::begin();;0;1057;0.0
children;;0;1057;0.0
__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::__normal_iterator(cv::Mat* const&) (stl_iterator.h:728);;0;1057;0.0
parents;;0;1057;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:480);;0;1057;0.0
void std::__uninitialized_fill_n<false>::__uninit_fill_n<cv::Mat*, unsigned int, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&);;0;1057;0.0
parents;;0;1057;0.0
void std::uninitialized_fill_n<cv::Mat*, unsigned int, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&) (stl_uninitialized.h:225);;0;1057;0.0
children;;0;9226;0.0
cv::Mat* std::__addressof<cv::Mat>(cv::Mat&) (move.h:47);;0;4613;0.0
void std::_Construct<cv::Mat, cv::Mat>(cv::Mat*, cv::Mat const&) (stl_construct.h:81);;0;4613;0.0
void std::__uninitialized_fill_n_a<cv::Mat*, unsigned int, cv::Mat, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&, std::allocator<cv::Mat>&);;0;1057;0.0
children;;0;1057;0.0
void std::uninitialized_fill_n<cv::Mat*, unsigned int, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&) (stl_uninitialized.h:220);;0;1057;0.0
parents;;0;1057;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:486);;0;1057;0.0
void std::uninitialized_fill_n<cv::Mat*, unsigned int, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&);;0;1057;0.0
children;;0;1057;0.0
void std::__uninitialized_fill_n<false>::__uninit_fill_n<cv::Mat*, unsigned int, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&) (stl_uninitialized.h:182);;0;1057;0.0
parents;;0;1057;0.0
void std::__uninitialized_fill_n_a<cv::Mat*, unsigned int, cv::Mat, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&, std::allocator<cv::Mat>&) (stl_uninitialized.h:336);;0;1057;0.0
__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::__normal_iterator(cv::Mat* const&);;0;1062;0.0
parents;;0;1062;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::end() (stl_vector.h:537);;0;5;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::begin() (stl_vector.h:519);;0;1057;0.0
std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned int);;0;1062;0.0
children;;0;5;0.0
__gnu_cxx::new_allocator<cv::Mat>::deallocate(cv::Mat*, unsigned int) (new_allocator.h:99);;0;5;0.0
parents;;0;1062;0.0
std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() (stl_vector.h:162);;0;5;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:517);;0;1057;0.0
void std::_Destroy<cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&);;0;1067;0.0
children;;0;1067;0.0
void std::_Destroy<cv::Mat*>(cv::Mat*, cv::Mat*) (stl_construct.h:124);;0;1067;0.0
parents;;0;1067;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_erase_at_end(cv::Mat*) (stl_vector.h:1319);;0;5;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() (stl_vector.h:403);;0;5;0.0
std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:517);;0;1057;0.0
