Hierarchy	Name (location)	Time/Call	Samples	Calls	% Time
  +-	std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned int, int const&)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  | | +-	std::vector<int, std::allocator<int> >::vector(unsigned int, int const&, std::allocator<int> const&) (stl_vector.h:295)	0ns	0	526	0
  | +-	children	0ns	0	1052	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	526	0
  |   +-	void std::__uninitialized_fill_n_a<int*, unsigned int, int, int>(int*, unsigned int, int const&, std::allocator<int>&) (stl_uninitialized.h:334)	0ns	0	526	0
  +-	std::vector<int, std::allocator<int> >::vector(unsigned int, int const&, std::allocator<int> const&)	0ns	0	526	0
  | +-	parents	114.068us	6	526	4
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:366)	114.068us	6	526	4
  | +-	children	0ns	0	1052	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) (stl_vector.h:135)	0ns	0	526	0
  |   +-	std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned int, int const&) (stl_vector.h:1179)	0ns	0	526	0
  +-	std::vector<int, std::allocator<int> >::~vector()	0ns	0	526	0
  | +-	parents	114.068us	6	526	4
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:447)	114.068us	6	526	4
  | +-	children	0ns	0	1578	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	526	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::~_Vector_base() (stl_vector.h:160)	0ns	0	526	0
  |   +-	void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) (stl_construct.h:152)	0ns	0	526	0
  +-	cv::Matx<double, 4, 1>::Matx()	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::Vec<double, 4>::Vec() (operations.hpp:1129)	0ns	0	527	0
  +-	cv::Ptr<cv::videostab::MotionFilterBase>::operator->()	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::videostab::OnePassStabilizer::estimateStabilizationMotion() (stabilizer.cpp:301)	0ns	0	527	0
  +-	cv::Scalar_<double>::Scalar_()	0ns	0	527	0
  | +-	children	0ns	0	527	0
  | | +-	cv::Vec<double, 4>::Vec() (operations.hpp:1128)	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:211)	0ns	0	527	0
  +-	cv::Vec<double, 4>::Vec()	0ns	0	527	0
  | +-	children	0ns	0	527	0
  | | +-	cv::Matx<double, 4, 1>::Matx() (operations.hpp:197)	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::Scalar_<double>::Scalar_() (operations.hpp:2006)	0ns	0	527	0
  +-	cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>)	0ns	0	527	0
  | +-	children	755ns	19	251552	12.666667
  | | +-	cv::Mat::type() const (mat.hpp:399)	56.925us	3	527	2
  | | +-	cv::Mat const& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&) (ring_buffer.hpp:59)	37.950us	2	527	1.3333334
  | | +-	cv::Mat::~Mat() (mat.hpp:274)	1.683us	7	41574	4.6666665
  | | +-	cv::MatExpr::~MatExpr() (mat.hpp:1211)	1.425us	6	42101	4
  | | +-	cv::videostab::getMotion(int, int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&) (global_motion.cpp:808)	243ns	1	41047	0.6666667
  | | +-	cv::Mat::MSize::operator()() const (mat.hpp:708)	0ns	0	527	0
  | | +-	int const& std::max<int>(int const&, int const&) (stl_algobase.h:210)	0ns	0	527	0
  | | +-	int const& std::min<int>(int const&, int const&) (stl_algobase.h:187)	0ns	0	527	0
  | | +-	cv::MatExpr::operator cv::Mat() const (mat.hpp:1219)	0ns	0	1054	0
  | | +-	cv::operator+=(cv::Mat const&, cv::MatExpr const&) (mat.hpp:1459)	0ns	0	41047	0
  | | +-	std::vector<float, std::allocator<float> >::operator[](unsigned int) (stl_vector.h:750)	0ns	0	82094	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::videostab::OnePassStabilizer::estimateStabilizationMotion() (stabilizer.cpp:301)	0ns	0	527	0
  +-	cv::videostab::OnePassStabilizer::estimateStabilizationMotion()	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  | | +-	cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:192)	0ns	0	527	0
  | +-	children	0ns	0	1581	0
  |   +-	cv::Ptr<cv::videostab::MotionFilterBase>::operator->() (operations.hpp:2636)	0ns	0	527	0
  |   +-	cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>) (motion_stabilizing.cpp:108)	0ns	0	527	0
  |   +-	std::pair<int, int> std::make_pair<int, int>(int, int) (stl_pair.h:278)	0ns	0	527	0
  +-	cv::videostab::OnePassStabilizer::postProcessFrame(cv::Mat const&)	0ns	0	527	0
  | +-	children	0ns	0	527	0
  | | +-	cv::videostab::StabilizerBase::postProcessFrame(cv::Mat const&) (stabilizer.cpp:240)	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::videostab::StabilizerBase::nextStabilizedFrame() (stabilizer.cpp:111)	0ns	0	527	0
  +-	cv::videostab::StabilizerBase::postProcessFrame(cv::Mat const&)	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  | | +-	cv::videostab::OnePassStabilizer::postProcessFrame(cv::Mat const&) (stabilizer.cpp:307)	0ns	0	527	0
  | +-	children	0ns	0	2108	0
  |   +-	cv::Mat::operator()(cv::Rect_<int> const&) const (mat.hpp:379)	0ns	0	527	0
  |   +-	cv::Rect_<int>::Rect_(int, int, int, int) (operations.hpp:1891)	0ns	0	527	0
  |   +-	std::floor(float) (cmath:283)	0ns	0	1054	0
  +-	cv::videostab::StabilizerBase::stabilizeFrame()	0ns	0	527	0
  | +-	children	50.149us	37	7378	24.666666
  | | +-	cv::Mat::operator=(cv::Mat const&) (mat.hpp:282)	284.629us	30	1054	20
  | | +-	cv::Mat::~Mat() (mat.hpp:274)	66.413us	7	1054	4.6666665
  | | +-	cv::Mat::operator()(cv::Rect_<int> const&) const (mat.hpp:379)	0ns	0	527	0
  | | +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::operator->() (operations.hpp:2636)	0ns	0	527	0
  | | +-	cv::Rect_<int>::Rect_(int, int, int, int) (operations.hpp:1891)	0ns	0	527	0
  | | +-	cv::Scalar_<double>::Scalar_() (operations.hpp:2006)	0ns	0	527	0
  | | +-	cv::Size_<int>::Size_(cv::Size_<int> const&) (operations.hpp:1852)	0ns	0	527	0
  | | +-	cv::videostab::KeypointBasedMotionEstimator::motionModel() const (global_motion.hpp:178)	0ns	0	527	0
  | | +-	cv::videostab::OnePassStabilizer::estimateStabilizationMotion() (stabilizer.cpp:300)	0ns	0	527	0
  | | +-	cv::Mat& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> >&) (ring_buffer.hpp:54)	0ns	0	1581	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:134)	0ns	0	527	0
  +-	int const& std::max<int>(int const&, int const&)	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>) (motion_stabilizing.cpp:112)	0ns	0	527	0
  +-	int const& std::min<int>(int const&, int const&)	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>) (motion_stabilizing.cpp:113)	0ns	0	527	0
  +-	std::pair<int, int> std::make_pair<int, int>(int, int)	0ns	0	527	0
  | +-	children	0ns	0	527	0
  | | +-	std::pair<int, int>::pair(int const&, int const&) (stl_pair.h:104)	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  |   +-	cv::videostab::OnePassStabilizer::estimateStabilizationMotion() (stabilizer.cpp:301)	0ns	0	527	0
  +-	std::pair<int, int>::pair(int const&, int const&)	0ns	0	527	0
  | +-	parents	0ns	0	527	0
  |   +-	std::pair<int, int> std::make_pair<int, int>(int, int) (stl_pair.h:279)	0ns	0	527	0
  +-	cv::Ptr<cv::videostab::MotionEstimatorBase>::operator->()	0ns	0	528	0
  | +-	parents	18.939us	1	528	0.6666667
  |   +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:729)	19.011us	1	526	0.6666667
  |   +-	cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:667)	0ns	0	2	0
  +-	cv::Ptr<cv::videostab::MotionEstimatorBase>::operator->() const	0ns	0	528	0
  | +-	parents	0ns	0	528	0
  |   +-	cv::videostab::KeypointBasedMotionEstimator::motionModel() const (global_motion.hpp:178)	0ns	0	528	0
  +-	cv::videostab::KeypointBasedMotionEstimator::motionModel() const	0ns	0	528	0
  | +-	parents	0ns	0	528	0
  | | +-	main (videostab.cpp:463)	0ns	0	1	0
  | | +-	cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:208)	0ns	0	527	0
  | +-	children	0ns	0	1056	0
  |   +-	cv::Ptr<cv::videostab::MotionEstimatorBase>::operator->() const (operations.hpp:2637)	0ns	0	528	0
  |   +-	cv::videostab::MotionEstimatorBase::motionModel() const (global_motion.hpp:80)	0ns	0	528	0
  +-	cv::videostab::OnePassStabilizer::nextFrame()	0ns	0	528	0
  | +-	children	0ns	0	528	0
  | | +-	cv::videostab::StabilizerBase::nextStabilizedFrame() (stabilizer.cpp:92)	0ns	0	528	0
  | +-	parents	0ns	0	528	0
  |   +-	run() (videostab.cpp:42)	0ns	0	528	0
  +-	cv::videostab::StabilizerBase::nextStabilizedFrame()	0ns	0	528	0
  | +-	parents	0ns	0	528	0
  | | +-	cv::videostab::OnePassStabilizer::nextFrame() (stabilizer.hpp:145)	0ns	0	528	0
  | +-	children	0ns	0	1623	0
  |   +-	cv::Mat::Mat() (mat.hpp:67)	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::logProcessingTime() (stabilizer.cpp:249)	0ns	0	1	0
  |   +-	cv::Mat& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> >&) (ring_buffer.hpp:54)	0ns	0	527	0
  |   +-	cv::videostab::OnePassStabilizer::postProcessFrame(cv::Mat const&) (stabilizer.cpp:306)	0ns	0	527	0
  |   +-	cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:116)	0ns	0	567	0
  +-	cv::Mat::MSize::operator()() const	0ns	0	529	0
  | +-	children	0ns	0	529	0
  | | +-	cv::Size_<int>::Size_(int, int) (operations.hpp:1850)	0ns	0	529	0
  | +-	parents	0ns	0	529	0
  |   +-	cv::videostab::OnePassStabilizer::setUp(cv::Mat const&) (stabilizer.cpp:270)	0ns	0	1	0
  |   +-	run() (videostab.cpp:51)	0ns	0	1	0
  |   +-	cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>) (motion_stabilizing.cpp:110)	0ns	0	527	0
  +-	cv::Size_<int>::Size_(int, int)	0ns	0	532	0
  | +-	parents	0ns	0	532	0
  |   +-	cv::videostab::StabilizerBase::reset() (stabilizer.cpp:73)	0ns	0	1	0
  |   +-	cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase() (optical_flow.hpp:79)	0ns	0	2	0
  |   +-	cv::Mat::MSize::operator()() const (mat.hpp:710)	0ns	0	529	0
  +-	cv::Mat::clone() const	0ns	0	567	0
  | +-	children	0ns	0	567	0
  | | +-	cv::Mat::Mat() (mat.hpp:67)	0ns	0	567	0
  | +-	parents	0ns	0	567	0
  |   +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::nextFrame() (frame_source.cpp:85)	0ns	0	567	0
  +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::nextFrame()	0ns	0	567	0
  | +-	children	41.152us	7	1701	4.6666665
  | | +-	cv::Mat::~Mat() (mat.hpp:274)	123.456us	7	567	4.6666665
  | | +-	cv::Mat::Mat() (mat.hpp:67)	0ns	0	567	0
  | | +-	cv::Mat::clone() const (mat.hpp:333)	0ns	0	567	0
  | +-	parents	0ns	0	567	0
  |   +-	cv::videostab::VideoFileSource::nextFrame() (frame_source.cpp:114)	0ns	0	567	0
  +-	cv::videostab::StabilizerBase::doOneIteration()	0ns	0	567	0
  | +-	children	62.790us	46	7326	30.666666
  | | +-	cv::MatExpr::~MatExpr() (mat.hpp:1211)	1.500ms	6	40	4
  | | +-	cv::Mat::operator=(cv::MatExpr const&) (mat.hpp:1416)	750.000us	3	40	2
  | | +-	cv::Mat::operator=(cv::Mat const&) (mat.hpp:282)	274.725us	30	1092	20
  | | +-	cv::Mat::~Mat() (mat.hpp:274)	64.043us	7	1093	4.6666665
  | | +-	cv::videostab::OnePassStabilizer::setUp(cv::Mat const&) (stabilizer.cpp:269)	0ns	0	1	0
  | | +-	cv::videostab::OnePassStabilizer::estimateMotion() (stabilizer.cpp:294)	0ns	0	526	0
  | | +-	cv::videostab::StabilizerBase::stabilizeFrame() (stabilizer.cpp:191)	0ns	0	527	0
  | | +-	cv::Mat::empty() const (mat.hpp:403)	0ns	0	567	0
  | | +-	cv::Ptr<cv::videostab::IFrameSource>::operator->() (operations.hpp:2636)	0ns	0	567	0
  | | +-	cv::Ptr<cv::videostab::ILog>::operator->() (operations.hpp:2636)	0ns	0	567	0
  | | +-	cv::videostab::LogToStdout::print(char const*, ...) (log.cpp:56)	0ns	0	567	0
  | | +-	cv::videostab::VideoFileSource::nextFrame() (frame_source.cpp:114)	0ns	0	567	0
  | | +-	cv::Mat& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> >&) (ring_buffer.hpp:54)	0ns	0	1172	0
  | +-	parents	0ns	0	567	0
  |   +-	cv::videostab::StabilizerBase::nextStabilizedFrame() (stabilizer.cpp:101)	0ns	0	567	0
  +-	cv::videostab::VideoFileSource::nextFrame()	0ns	0	567	0
  | +-	parents	0ns	0	567	0
  | | +-	cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:117)	0ns	0	567	0
  | +-	children	0ns	0	1134	0
  |   +-	cv::Ptr<cv::videostab::IFrameSource>::operator->() (operations.hpp:2636)	0ns	0	567	0
  |   +-	cv::videostab::(anonymous namespace)::VideoFileSourceImpl::nextFrame() (frame_source.cpp:79)	0ns	0	567	0
  +-	cv::Ptr<cv::videostab::ILog>::operator->()	0ns	0	569	0
  | +-	parents	0ns	0	569	0
  |   +-	cv::videostab::StabilizerBase::logProcessingTime() (stabilizer.cpp:251)	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::setUp(cv::Mat const&) (stabilizer.cpp:185)	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:140)	0ns	0	567	0
  +-	cv::videostab::LogToStdout::print(char const*, ...)	0ns	0	569	0
  | +-	parents	0ns	0	569	0
  |   +-	cv::videostab::StabilizerBase::logProcessingTime() (stabilizer.cpp:251)	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::setUp(cv::Mat const&) (stabilizer.cpp:185)	0ns	0	1	0
  |   +-	cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:140)	0ns	0	567	0
  +-	__gnu_cxx::new_allocator<int>::~new_allocator()	0ns	0	1052	0
  | +-	parents	0ns	0	1052	0
  |   +-	std::allocator<int>::~allocator() (allocator.h:112)	0ns	0	1052	0
  +-	std::allocator<int>::~allocator()	0ns	0	1052	0
  | +-	parents	57.034us	6	1052	4
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:366)	114.068us	6	526	4
  | | +-	std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80)	0ns	0	526	0
  | +-	children	0ns	0	1052	0
  |   +-	__gnu_cxx::new_allocator<int>::~new_allocator() (new_allocator.h:76)	0ns	0	1052	0
  +-	std::log(float)	0ns	0	1052	0
  | +-	parents	0ns	0	1052	0
  |   +-	cv::videostab::RansacParams::niters() const (motion_core.hpp:79)	0ns	0	1052	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_erase_at_end(cv::Point_<float>*)	0ns	0	1052	0
  | +-	parents	0ns	0	1052	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::clear() (stl_vector.h:1097)	0ns	0	1052	0
  | +-	children	0ns	0	2104	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	1052	0
  |   +-	void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_construct.h:152)	0ns	0	1052	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::capacity() const	0ns	0	1052	0
  | +-	parents	0ns	0	1052	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int) (vector.tcc:71)	0ns	0	1052	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::clear()	0ns	0	1052	0
  | +-	parents	9.505us	1	1052	0.6666667
  | | +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:690)	9.505us	1	1052	0.6666667
  | +-	children	0ns	0	1052	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_erase_at_end(cv::Point_<float>*) (stl_vector.h:1317)	0ns	0	1052	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::reserve(unsigned int)	0ns	0	1052	0
  | +-	parents	9.505us	1	1052	0.6666667
  | | +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:690)	9.505us	1	1052	0.6666667
  | +-	children	0ns	0	2114	0
  |   +-	cv::Point_<float>* std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate_and_copy<cv::Point_<float>*>(unsigned int, cv::Point_<float>*, cv::Point_<float>*) (stl_vector.h:1106)	0ns	0	2	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_deallocate(cv::Point_<float>*, unsigned int) (stl_vector.h:172)	0ns	0	2	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	2	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::size() const (stl_vector.h:625)	0ns	0	2	0
  |   +-	void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_construct.h:152)	0ns	0	2	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::capacity() const (stl_vector.h:705)	0ns	0	1052	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::max_size() const (stl_vector.h:630)	0ns	0	1052	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&)	0ns	0	1053	0
  | +-	parents	0ns	0	1053	0
  | | +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&) (stl_vector.h:1004)	0ns	0	1053	0
  | +-	children	0ns	0	15795	0
  |   +-	__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::difference_type __gnu_cxx::operator-<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&) (stl_iterator.h:898)	0ns	0	1053	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_allocate(unsigned int) (stl_vector.h:168)	0ns	0	1053	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_deallocate(cv::Point_<float>*, unsigned int) (stl_vector.h:172)	0ns	0	1053	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1303)	0ns	0	1053	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::begin() (stl_vector.h:518)	0ns	0	1053	0
  |   +-	void std::_Destroy<cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_construct.h:152)	0ns	0	1053	0
  |   +-	void std::__uninitialized_fill_n_a<cv::Point_<float>*, unsigned int, cv::Point_<float>, cv::Point_<float> >(cv::Point_<float>*, unsigned int, cv::Point_<float> const&, std::allocator<cv::Point_<float> >&) (stl_uninitialized.h:334)	0ns	0	1053	0
  |   +-	__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::base() const (stl_iterator.h:792)	0ns	0	2106	0
  |   +-	cv::Point_<float>* std::__uninitialized_move_if_noexcept_a<cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> > >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&) (stl_uninitialized.h:276)	0ns	0	2106	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	4212	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::end()	0ns	0	1053	0
  | +-	children	0ns	0	1053	0
  | | +-	__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::__normal_iterator(cv::Point_<float>* const&) (stl_iterator.h:728)	0ns	0	1053	0
  | +-	parents	0ns	0	1053	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::resize(unsigned int, cv::Point_<float>) (stl_vector.h:687)	0ns	0	1053	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::insert(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >, unsigned int, cv::Point_<float> const&)	0ns	0	1053	0
